OBJECTID,PARK_ID,NAME,NAME_FR,ADDRESS,ADDRESS_FR,PARK_TYPE,PARK_TYPE_FR,DOG_DESIGNATION,DOG_DESIGNATION_FR,WATERBODY_ACCESS,WARD,WARD_NAME,WARD_NAME_FR,PARK_DEDICATION_STATUS,ACCESSIBLE,OPEN,LATITUDE,LONGITUDE,SAP_FLOC,MODIFIED_DATE,CREATED_DATE,DOG_DESIGNATION_DETAILS,DOG_DESIGNATION_DETAILS_FR,Shape_Length,Shape_Area,SAP_ID,PARK_CATEGORY,PARK_CATEGORY_FR
806,1080,Lynwood Park,Parc Lynwood,"7 Sycamore Drive, Nepean","7, promenade Sycamore, Nepean",Active Recreation,Loisirs dynamiques,1,1,no/non,8,College,Collège,0,no/non,,45.31938173,-75.82078734,R-PKS-012-0560,1668470946000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1272.6665764462332,30524.437987455,560,Community Park,Parc communautaire
807,213,Cedarcroft Park,Parc Cedarcroft,"1200 Cedarcroft Crescent, Gloucester","1200, croissant Cedarcroft, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,yes/oui,,45.42465382,-75.61337509,R-PKS-003-0168,1668471038000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,773.5970989333388,15771.20900901,168,Neighbourhood Park,Parc de quartier
808,1302,Mattawa Park,Parc Mattawa,"94 Steeple Chase Drive, Kanata","94, promenade Steeple Chase, Kanata",Active Recreation,Loisirs dynamiques,1,1,no/non,23,Kanata South,Kanata-Sud,0,no/non,,45.30005483,-75.85484613,R-PKS-013-0589,1668470963000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,960.8853679986024,29598.106417405,589,Neighbourhood Park,Parc de quartier
809,2386,Sawmill Creek Constructed Wetlands,Marais artificiel du ruisseau Sawmill,"1 Airport Parkway, Ottawa","1, promenade de l'Aéroport, Ottawa",Passive Recreation,Loisirs passifs,4,4,yes/oui,16,River,Rivière,8,no/non,,45.35910153,-75.66066552,R-PKS-001-0008,1668471275000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,5150.874949333326,303295.58028259,8,Greenspace,Espace vert
810,1572,Woodlot,Terrain boisé,"17 Warnock Court, Ottawa","17, cour Warnock, Ottawa",Passive Recreation,Loisirs passifs,4,4,no/non,13,Rideau-Rockcliffe,Rideau-Rockcliffe,11,no/non,,45.43445567,-75.63239307,R-PKS-023-0986,1668472351000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,557.5011687796202,3836.830866875,986,Greenspace,Espace vert
811,2240,Parkland (650 Lakeridge Drive),"Terrain à vocation de parc (650, promenade Lakeridge)","650 Lakeridge Drive, Cumberland","650, promenade Lakeridge, Cumberland",Passive Recreation,Loisirs passifs,4,4,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,0,no/non,,45.44940546,-75.47591824,R-PKS-012-0513,1668471002000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,415.04677035190235,5595.193897185,513,Parkette,Miniparc
812,675,Carson Grove Park,Parc Carson Grove,"1423 Matheson Road, Gloucester","1423, chemin Matheson, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.43741214,-75.62167465,R-PKS-003-0156,1668470834000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,773.6106531351301,16293.911488964999,156,Neighbourhood Park,Parc de quartier
813,1328,Cardinal Farm Park,Parc de la Ferme Cardinal,"1921 Wildflower Drive, Cumberland","1921, promenade Wildflower, Cumberland",Active Recreation,Loisirs dynamiques,1,1,yes/oui,2,Orléans West-Innes,Orléans-Ouest-Innes,0,yes/oui,,45.46151011,-75.50431769,R-PKS-003-0147,1668471139000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,696.6529192815749,13686.87214691,147,Neighbourhood Park,Parc de quartier
814,686,Hayward Park,Parc Hayward,"79 McCurdy Drive, Kanata","79, promenade McCurdy, Kanata",Active Recreation,Loisirs dynamiques,1,1,no/non,23,Kanata South,Kanata-Sud,0,no/non,,45.30332893,-75.90251051,R-PKS-008-0413,1668471164000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,922.7774865656309,23609.98517766,413,Neighbourhood Park,Parc de quartier
815,595,Gilbey Park,Parc Gilbey,"17 Gilbey Drive, Nepean","17, promenade Gilbey, Nepean",Active Recreation,Loisirs dynamiques,1,1,no/non,9,Knoxdale-Merivale,Knoxdale-Merivale,0,yes/oui,,45.35930565,-75.73294243,R-PKS-007-0353,1668471962000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1341.21650578452,31236.627546274998,353,Neighbourhood Park,Parc de quartier
816,1703,Poole Creek Pathway (West),Sentier du ruisseau Poole (Ouest),"48 Beverly Street, Goulbourn","48, rue Beverly, Goulbourn",Passive Recreation,Loisirs passifs,1,1,yes/oui,6,Stittsville,Stittsville,0,no/non,,45.2564581,-75.93058291,R-PKS-016-0749,1668471419000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,2413.420645605065,48851.730651055004,749,Neighbourhood Park,Parc de quartier
817,758,Ken Steele Park,Parc Ken-Steele,"1195 Ogilvie Road, Gloucester","1195, chemin Ogilvie, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.42862213,-75.63058333,R-PKS-011-0488,1668471155000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1477.6813151727204,54196.434577525,488,Community Park,Parc communautaire
818,962,Mosquito Creek Park,Parc du ruisseau Mosquito,"36 Ryeburn Drive, Gloucester","36, promenade Ryeburn, Gloucester",Passive Recreation,Loisirs passifs,1,1,no/non,22,Riverside South-Findlay Creek,Riverside-Sud-Findlay Creek,0,no/non,,45.28146302,-75.69757484,R-PKS-013-0632,1668470943000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,254.44452150149417,1813.41795451,632,Urban Plaza,Place urbaine
819,2557,Pleasant Park Woods,Boisé Pleasant Park,"1609 Kilborn Avenue, Ottawa","1609, avenue Kilborn, Ottawa",Passive Recreation,Loisirs dynamiques,0,0,no/non,18,Alta Vista,Alta Vista,9,yes/oui,,45.39248923,-75.65115625,R-PKS-011-0495,1668471519000,1471445396000,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1854.9330840800912,89326.91286244,495,Greenspace,Espace vert
820,1891,Recreational Trail,Sentier récréatif,"176 Stedman Street, Gloucester","176, rue Stedman, Gloucester",Passive Recreation,Loisirs passifs,4,4,yes/oui,10,Gloucester-Southgate,Gloucester-Southgate,9,no/non,,45.34045444,-75.62871162,R-PKS-019-0892,1668472135000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2397.3424468341145,25866.661724865,892,Greenspace,Espace vert
821,2372,Richmond Oaks Park,Parc Richmond Oaks,"43 Rochelle Drive, Goulbourn","43, promenade Rochelle, Goulbourn",Active Recreation,Loisirs dynamiques,4,4,no/non,21,Rideau-Jock,Rideau-Jock,0,no/non,,45.19281308,-75.84678469,R-PKS-018-0789,1668472337000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,253.31218147914464,1898.44988964,789,Urban Plaza,Place urbaine
822,1070,Clarke Fields Park,Parc Clarke Fields,"93 Houlahan Street, Nepean","93, rue Houlahan, Nepean",Active Recreation,Loisirs dynamiques,4,4,no/non,3,Barrhaven West,Barrhaven-Ouest,0,no/non,,45.26137374,-75.76970103,R-PKS-003-0197,1668471970000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,2133.5074472040164,82602.69543195,197,Community Park,Parc communautaire
823,2463,Fraser Fields Parkette,Mini-parc Fraser Fields,"309 Harthill Way, Nepean","309, voie Harthill, Nepean",Active Recreation,Loisirs dynamiques,4,4,no/non,3,Barrhaven West,Barrhaven-Ouest,0,yes/oui,,45.26253184,-75.76413903,R-PKS-006-1234,1668471523000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,317.72578560479144,1997.2013351550002,1234,Urban Plaza,Place urbaine
