APPLICATION_NUMBER,APPLICATION_DATE,APPLICATION_TYPE,STATUS,STATUS_DATE,ADDRESS,WARD,LATITUDE,LONGITUDE,IS_ACTIVE,IS_APPROVED
D07-12-19-0197           ,2019-11-28,Site Plan Control        ,Application File Pending,2020-05-01,1399 AVENUE U,Ward 18                            ,45.41693,-75.63987999999999,1,0
D07-12-19-0198           ,2019-11-29,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2021-11-04,3025 CARP,Ward 5                             ,45.312171,-76.00331,0,1
D07-16-19-0032           ,2019-12-09,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2024-01-31,2112 BEL-AIR,Ward 8                             ,45.361729,-75.762345,0,1
D07-16-19-0032           ,2019-12-09,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2024-01-31,2112 BEL-AIR,Ward 8                             ,45.361807999999996,-75.762453,0,1
D02-02-19-0142           ,2019-12-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-05-27,2112 BEL-AIR,Ward 8                             ,45.361585,-75.761985,0,1
D02-02-19-0142           ,2019-12-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-05-27,2112 BEL-AIR,Ward 8                             ,45.361807999999996,-75.762453,0,1
D07-12-20-0017           ,2020-02-20,Site Plan Control        ,Receipt of Agreement from Owner Pending,2021-03-18,1265 TERON,Ward 4                             ,45.33539,-75.90298899999999,0,0
D02-02-20-0010           ,2020-02-07,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-06-09,3100 LEITRIM,Ward 22                            ,45.326951,-75.606742,0,1
D02-02-20-0011           ,2020-02-10,Zoning By-law Amendment  ,Application File Pending,2021-01-11,130 HUNTMAR,Ward 6                             ,45.292438,-75.92078599999999,1,0
D02-02-22-0059           ,2022-06-29,Zoning By-law Amendment  ,Application Approved by OMB,2023-08-03,1525 GOTH,Ward 10                            ,45.347632999999995,-75.633697,0,1
D02-02-22-0059           ,2022-06-29,Zoning By-law Amendment  ,Application Approved by OMB,2023-08-03,1533 GOTH,Ward 10                            ,45.347916999999995,-75.633555,0,1
D02-02-22-0059           ,2022-06-29,Zoning By-law Amendment  ,Application Approved by OMB,2023-08-03,1533 GOTH,Ward 10                            ,45.347964999999995,-75.634033,0,1
D02-02-22-0060           ,2022-06-29,Zoning By-law Amendment  ,Application File Pending,2023-02-16,2503 MER-BLEUE; CH DE LA,Ward 19                            ,45.435144,-75.48752999999999,1,0
D07-16-22-0011           ,2022-06-29,Plan of Subdivision      ,Application File Pending,2023-02-16,2503 MER-BLEUE; CH DE LA,Ward 19                            ,45.435144,-75.48752999999999,1,0
D07-12-22-0104           ,2022-07-04,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2025-05-20,3265 JOCKVALE,Ward 3                             ,45.267845,-75.737065,0,1
D07-12-22-0105           ,2022-07-04,Site Plan Control        ,Agreement Registered - Securities Held,2025-11-06,1186 WELLINGTON,Ward 15                            ,45.400352,-75.729435,0,1
D07-12-22-0105           ,2022-07-04,Site Plan Control        ,Agreement Registered - Securities Held,2025-11-06,1188 WELLINGTON,Ward 15                            ,45.400352,-75.729435,0,1
D07-12-22-0105           ,2022-07-04,Site Plan Control        ,Agreement Registered - Securities Held,2025-11-06,1194 WELLINGTON,Ward 15                            ,45.400352,-75.729435,0,1
D02-02-22-0062           ,2022-07-04,Zoning By-law Amendment  ,Application File Pending,2022-08-18,1345 BASELINE,Ward 16                            ,45.36373,-75.736207,1,0
D07-16-22-0013           ,2022-07-06,Plan of Subdivision      ,Agreement Registered - Final Legal Clearance Given,2025-01-08,2740 CEDARVIEW,Ward 3                             ,45.278164,-75.78003799999999,0,1
D07-12-21-0179           ,2021-10-27,Site Plan Control        ,Initial Circulation Period Completed,2021-12-23,255 RICHMOND,Ward 15                            ,45.393862,-75.750565,1,0
D07-12-21-0179           ,2021-10-27,Site Plan Control        ,Initial Circulation Period Completed,2021-12-23,249 RICHMOND,Ward 15                            ,45.393966,-75.750283,1,0
D02-02-21-0138           ,2021-10-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-09-18,249 RICHMOND,Ward 15                            ,45.393966,-75.750283,0,1
D02-02-21-0138           ,2021-10-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-09-18,372 TWEEDSMUIR,Ward 15                            ,45.394141,-75.75049,0,1
D07-12-21-0180           ,2021-10-28,Site Plan Control        ,Notice of Decision Sent,2022-12-09,93 HOLLAND,Ward 15                            ,45.400596,-75.732069,0,1
D07-12-21-0174           ,2021-10-26,Site Plan Control        ,Receipt of Agreement from Owner Pending,2024-05-13,2262 BRAESIDE,Ward 18                            ,45.3844,-75.660662,0,0
D02-02-21-0135           ,2021-10-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-03-04,16 EDGEWATER,Ward 23                            ,45.295682,-75.89483899999999,0,1
D02-02-20-0118           ,2020-11-20,Zoning By-law Amendment  ,Application File Pending,2021-10-06,6038 OTTAWA,Ward 21                            ,45.181487,-75.82153199999999,1,0
D07-16-20-0028           ,2020-11-20,Plan of Subdivision      ,Public Meeting Held,2025-10-20,6012 OTTAWA,Ward 21                            ,45.187605,-75.820908,0,0
D07-16-20-0028           ,2020-11-20,Plan of Subdivision      ,Public Meeting Held,2025-10-20,6038 OTTAWA,Ward 21                            ,45.181487,-75.82153199999999,0,0
D07-16-20-0028           ,2020-11-20,Plan of Subdivision      ,Public Meeting Held,2025-10-20,6038 OTTAWA,Ward 21                            ,45.183399,-75.82003499999999,0,0
D02-02-21-0052           ,2021-06-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-05-11,1144 8TH LINE,Ward 20                            ,45.294191999999995,-75.515681,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,2770 EAGLESON,Ward 21                            ,45.212233,-75.831598,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,2790 EAGLESON,Ward 21                            ,45.204906,-75.823413,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,2002 CARP,Ward 21                            ,45.272856999999995,-75.946084,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,2403 HUNTLEY,Ward 21                            ,45.225528999999995,-75.893755,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5928 PERTH,Ward 21                            ,45.199754,-75.82888,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,6031 PERTH,Ward 21                            ,45.197590999999996,-75.834701,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5978 PERTH,Ward 21                            ,45.198595,-75.831527,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5873 PERTH,Ward 21                            ,45.202962,-75.827897,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5988 PERTH,Ward 21                            ,45.198363,-75.831886,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5970 PERTH,Ward 21                            ,45.198916999999994,-75.831024,0,1
D07-12-20-0135           ,2020-10-19,Site Plan Control        ,,2022-02-02,581 SOMME,Ward 20                            ,45.303253999999995,-75.547438,0,0
D01-01-20-0019           ,2020-10-21,Official Plan Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415152,-75.693016,1,0
D01-01-20-0019           ,2020-10-21,Official Plan Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415279999999996,-75.69312699999999,1,0
D01-01-20-0019           ,2020-10-21,Official Plan Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415535,-75.693348,1,0
D01-01-20-0019           ,2020-10-21,Official Plan Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415592,-75.692996,1,0
D07-12-20-0136           ,2020-10-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-07-12,129 CATHERINE,Ward 14                            ,45.410506999999996,-75.69020499999999,0,1
D07-12-20-0136           ,2020-10-21,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-07-12,133 CATHERINE,Ward 14                            ,45.410458,-75.690325,0,1
D02-02-20-0101           ,2020-10-21,Zoning By-law Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415279999999996,-75.69312699999999,1,0
D02-02-20-0101           ,2020-10-21,Zoning By-law Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415338,-75.692775,1,0
D02-02-20-0101           ,2020-10-21,Zoning By-law Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415535,-75.693348,1,0
D02-02-20-0101           ,2020-10-21,Zoning By-law Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415592,-75.692996,1,0
D02-02-22-0126           ,2022-12-23,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-07-18,1660 CARLING,Ward 16                            ,45.378631,-75.748909,0,1
D02-02-22-0124           ,2022-12-23,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-08-09,2616 EDINBURGH,Ward 18                            ,45.40237,-75.61251,0,1
D02-02-22-0124           ,2022-12-23,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-08-09,2628 EDINBURGH,Ward 18                            ,45.402162,-75.612144,0,1
D07-12-22-0184           ,2022-12-23,Site Plan Control        ,Signed Letter of Undertaking Received,2024-02-26,2628 EDINBURGH,Ward 18                            ,45.401616,-75.61234,0,0
D07-12-22-0184           ,2022-12-23,Site Plan Control        ,Signed Letter of Undertaking Received,2024-02-26,2616 EDINBURGH,Ward 18                            ,45.40237,-75.61251,0,0
D07-12-22-0185           ,2022-12-23,Site Plan Control        ,Application File Pending,2025-06-10,9 BECKENHAM,Ward 11                            ,45.446725,-75.608138,1,0
D02-02-22-0125           ,2022-12-23,Zoning By-law Amendment  ,Application File Pending,2025-06-10,1765 MONTREAL; CH DE,Ward 11                            ,45.446224,-75.60827499999999,1,0
D02-02-22-0125           ,2022-12-23,Zoning By-law Amendment  ,Application File Pending,2025-06-10,9 BECKENHAM,Ward 11                            ,45.446725,-75.608138,1,0
D02-02-22-0128           ,2022-12-28,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-01-08,3493 INNES,Ward 2                             ,45.447506999999995,-75.526253,0,1
D02-02-22-0128           ,2022-12-28,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-01-08,3499 INNES,Ward 2                             ,45.447778,-75.525581,0,1
D07-12-22-0189           ,2022-12-28,Site Plan Control        ,Receipt of Letter of Undertaking from Owner Pending,2024-09-16,3493 INNES,Ward 2                             ,45.447506999999995,-75.526253,0,0
D02-02-20-0119           ,2020-11-23,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2022-05-11,30 CHAMBERLAIN,Ward 17                            ,45.407534999999996,-75.692765,0,1
D02-02-20-0119           ,2020-11-23,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2022-05-11,38 CHAMBERLAIN,Ward 17                            ,45.407444,-75.692987,0,1
D02-02-20-0119           ,2020-11-23,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2022-05-11,42 CHAMBERLAIN,Ward 17                            ,45.40737,-75.693169,0,1
D02-02-20-0119           ,2020-11-23,Zoning By-law Amendment  ,OMB Appeal Withdrawn - Application Approved,2022-05-11,44 CHAMBERLAIN,Ward 17                            ,45.40737,-75.693169,0,1
D07-12-20-0163           ,2020-11-23,Site Plan Control        ,Agreement lapsed,2023-03-17,810 VICK,Ward 7                             ,45.358048,-75.79733499999999,0,0
D07-12-20-0163           ,2020-11-23,Site Plan Control        ,Agreement lapsed,2023-03-17,2830 CARLING,Ward 7                             ,45.358007,-75.797643,0,0
D07-12-20-0162           ,2020-11-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-01-18,458 MONTREAL; CH DE,Ward 13                            ,45.440259,-75.647305,0,1
D07-12-20-0162           ,2020-11-20,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-01-18,470 MONTREAL; CH DE,Ward 13                            ,45.4406,-75.646948,0,1
D07-12-21-0102           ,2021-07-09,Site Plan Control        ,Agreement Registered - Securities Held,2025-08-25,18 LOUISA,Ward 14                            ,45.405425,-75.705681,0,1
D07-12-21-0102           ,2021-07-09,Site Plan Control        ,Agreement Registered - Securities Held,2025-08-25,18 LOUISA,Ward 14                            ,45.405646,-75.70566099999999,0,1
D02-02-19-0123           ,2019-10-08,Zoning By-law Amendment  ,Application Approved by OMB,2022-03-22,7000 CAMPEAU,Ward 4                             ,45.316552,-75.910152,0,1
D02-02-19-0124           ,2019-10-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-10-04,3604 INNES,Ward 2                             ,45.447897999999995,-75.522026,0,1
D07-12-19-0171           ,2019-10-11,Site Plan Control        ,Application File Pending,2024-06-14,641 SLADEN,Ward 13                            ,45.440222999999996,-75.643216,1,0
D07-12-19-0172           ,2019-10-11,Site Plan Control        ,Receipt of Agreement from Owner Pending,2021-07-23,2505 SOLANDT,Ward 4                             ,45.348641,-75.912311,0,0
D07-12-19-0172           ,2019-10-11,Site Plan Control        ,Receipt of Agreement from Owner Pending,2021-07-23,2505 SOLANDT,Ward 4                             ,45.348842999999995,-75.91067699999999,0,0
D02-02-19-0126           ,2019-10-17,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-05-25,1655 CARLING,Ward 15                            ,45.380258,-75.74835999999999,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5940 PERTH,Ward 21                            ,45.199495,-75.829255,0,1
D02-02-19-0121           ,2019-10-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2020-12-28,328 WINONA,Ward 15                            ,45.394673,-75.75456799999999,0,1
D02-02-19-0121           ,2019-10-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2020-12-28,2070 SCOTT,Ward 15                            ,45.394754999999996,-75.754834,0,1
D02-02-19-0122           ,2019-10-04,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-02-22,390 BANK,Ward 14                            ,45.413035,-75.694726,0,1
